0,0,1.7,0
0,0.5,1.7,0
0,1,1.7,0
0,1,1.7,-10
0,1,1.7,-20
0,1.4,1.7,-30
0,1.8,1.7,-45
0,1.8,1.7,-60
0.5,1.8,1.7,-75
1,1.8,1.7,-90
1.5,1.8,1.7,-90
2,1.8,1.7,-90
2.5,1.8,1.5,-115
2.5,1.8,1.5,-135
2.5,1.8,1.5,-150
2.5,1.5,1.5,-150
2.5,1,1.5,-150
2.5,0.5,1.5,180
2.5,0,1.5,150
2,0,1.5,135
1.5,0,1.5,120
1,0,1.5,90
0.5,0,1.5,90
0,0,1.5,45
0,0,1.5,0
0,0,1.5,45
1,0,1.5,90
2.5,0,1.5,135
2.5,1.4,1.5,180
2.5,1.8,1.5,-135
1.5,1.8,1.7,-90
0,1.8,1.7,-45
0,0,1.7,0
